avaliacaosk,nota,usuariosk,filmesk,produtorask,calendariosk,enderecosk
19014,4,1944,144,21,186,125
14295,1,237,144,21,222,29
17627,2,1233,144,21,292,2
9136,4,936,144,21,332,1
13870,4,220,144,21,366,2
3341,5,194,144,21,372,100
13456,1,821,144,21,400,36
11375,3,1809,144,21,420,84
3030,2,1624,144,21,491,217
14119,2,1049,144,21,492,1
582,5,1398,144,21,499,42
9101,5,314,144,21,509,25
15078,3,1042,144,21,547,33
4249,3,743,144,21,557,17
4989,5,983,144,21,602,62
13714,4,1800,144,21,642,67
13448,1,127,144,21,650,67
2187,2,1971,144,21,656,72
9074,5,1458,144,21,664,84
3782,4,1430,144,21,666,23
18743,5,181,144,21,700,28
1325,2,1300,144,21,703,29
12308,5,999,144,21,703,18
6840,2,1503,144,21,705,11
408,3,46,144,21,715,14
5852,3,987,144,21,727,6
14739,5,694,144,21,748,18
17615,2,1550,144,21,762,125
14731,4,445,144,21,795,22
7833,1,516,144,21,814,19
16757,4,195,144,21,839,7
19980,4,1359,144,21,851,118
16639,1,29,144,21,871,61
12650,3,874,144,21,880,20
17980,5,1060,144,21,927,80
8516,4,1715,144,21,935,36
16822,4,1076,144,21,937,2
8189,2,1178,144,21,953,84
10007,3,1667,144,21,976,38
4599,2,44,144,21,1081,42
19544,4,211,144,21,1091,125
9290,5,555,144,21,1092,7
5315,3,1413,265,21,23,17
1862,4,402,265,21,56,8
394,1,873,265,21,81,36
13771,5,1960,265,21,110,2
11192,4,665,265,21,170,134
4415,1,1703,265,21,208,21
18182,2,1233,265,21,214,2
8644,5,182,265,21,219,32
9392,5,1987,265,21,230,15
9031,2,324,265,21,238,100
607,4,553,265,21,280,19
7760,1,1949,265,21,292,42
16297,3,1940,265,21,296,33
1902,2,854,265,21,322,4
18245,1,1150,265,21,358,36
4950,3,584,265,21,396,100
12790,3,117,265,21,405,75
17748,2,1020,265,21,450,72
17765,2,1872,265,21,457,18
16720,3,413,265,21,461,8
12745,2,410,265,21,466,25
7731,5,394,265,21,478,10
14805,5,103,265,21,482,156
13649,4,1971,265,21,485,72
4292,5,682,265,21,541,25
184,3,222,265,21,549,21
14455,5,813,265,21,572,22
1693,5,501,265,21,577,3
18844,2,407,265,21,590,10
2195,4,373,265,21,590,61
8320,2,1022,265,21,719,62
17238,2,272,265,21,733,35
7885,1,576,265,21,737,78
5086,2,303,265,21,768,11
2224,5,1203,265,21,821,41
5728,4,1846,265,21,822,33
6952,2,1640,265,21,833,4
13333,5,1416,265,21,885,68
15606,3,98,265,21,888,67
14667,4,1225,265,21,933,118
1213,1,1189,265,21,935,11
1108,3,695,265,21,968,40
6696,3,1481,265,21,1004,76
13999,2,1525,265,21,1006,67
19703,3,1099,265,21,1033,28
7877,5,1786,265,21,1063,72
10336,3,148,266,21,23,11
18828,1,1625,266,21,31,2
17568,2,1541,266,21,107,14
6797,2,646,266,21,173,21
1127,2,1189,266,21,195,11
11065,3,1528,266,21,273,217
5276,3,1079,266,21,278,134
7112,2,193,266,21,319,118
4030,2,442,266,21,417,4
9818,1,1599,266,21,474,2
16517,1,825,266,21,488,39
1834,1,1487,266,21,506,42
13177,4,44,266,21,518,42
15682,2,1365,266,21,537,6
13519,1,739,266,21,544,76
18588,3,1177,266,21,548,42
2449,3,1436,266,21,593,25
11560,2,499,266,21,606,68
11641,4,1439,266,21,610,11
10267,1,1970,266,21,624,10
15646,5,447,266,21,647,40
4037,1,63,266,21,724,76
7756,4,1343,266,21,734,80
12510,5,740,266,21,791,29
3422,1,1232,266,21,795,151
1426,2,1647,266,21,828,15
5935,5,1371,266,21,828,84
14995,2,354,266,21,830,11
18044,2,1009,266,21,831,11
5399,4,224,266,21,896,68
5185,2,937,266,21,899,217
11073,5,1971,266,21,905,72
17404,1,71,266,21,964,53
9902,3,82,266,21,967,10
1924,4,261,266,21,973,32
3067,4,1076,266,21,982,2
15251,3,1325,266,21,989,42
12405,3,1812,266,21,1064,29
2307,1,986,266,21,1076,11
3197,1,66,282,15,25,35
17678,1,1405,282,15,64,78
9326,1,1184,282,15,111,100
298,3,16,282,15,126,151
3188,1,1737,282,15,187,75
667,2,1437,282,15,191,134
1361,5,205,282,15,198,20
6073,2,1232,282,15,201,151
15656,2,104,282,15,213,78
7013,1,1288,282,15,240,21
15413,1,157,282,15,269,32
17066,3,369,282,15,270,28
7068,1,943,282,15,288,100
19168,5,358,282,15,301,15
2908,3,1520,282,15,312,68
19905,5,1486,282,15,315,10
14353,4,31,282,15,328,36
3652,1,1742,282,15,399,1
11461,4,1348,282,15,437,23
19927,1,850,282,15,443,42
16816,5,1453,282,15,668,2
2261,5,1126,282,15,681,68
7297,3,1551,282,15,687,80
8783,2,962,282,15,715,2
13925,1,431,282,15,743,22
2229,2,1426,282,15,800,17
5336,5,207,282,15,901,1
10170,3,684,282,15,907,23
8625,3,1778,282,15,943,21
9171,4,200,282,15,950,39
15428,3,839,282,15,1083,23
17083,1,1534,282,15,1093,125
18772,2,1816,283,13,88,61
16224,4,1764,283,13,116,62
6098,2,1981,283,13,146,39
6766,2,510,283,13,167,118
16418,4,913,283,13,192,217
8468,5,671,283,13,219,35
21,2,1337,283,13,235,39
9354,5,914,283,13,317,53
9228,3,401,283,13,327,7
15791,3,623,283,13,405,32
7739,1,1316,283,13,455,4
14183,5,1704,283,13,473,21
4429,1,1437,283,13,492,134
11619,2,85,283,13,570,10
6983,5,1796,283,13,654,67
6422,1,217,283,13,687,33
9892,2,1267,283,13,700,62
4851,2,1402,283,13,716,28
8812,3,273,283,13,719,3
12524,5,1738,283,13,722,29
15437,3,1536,283,13,759,19
13223,4,705,283,13,777,23
2054,3,1696,283,13,790,29
10866,5,1920,283,13,814,14
8844,1,1814,283,13,817,22
17180,1,1331,283,13,828,125
7123,4,792,283,13,896,19
14768,3,1727,283,13,902,7
4937,3,1509,283,13,1006,68
12431,4,197,283,13,1084,53
6870,4,52,454,21,2,12
9092,2,1863,454,21,52,17
17058,2,45,454,21,53,2
1538,1,2,454,21,169,20
16640,5,1848,454,21,189,124
867,5,597,454,21,274,17
13325,3,1483,454,21,298,36
19030,2,1538,454,21,313,125
10111,4,1876,454,21,354,156
2067,4,1635,454,21,374,20
4711,2,945,454,21,374,11
10935,4,1020,454,21,378,72
5708,1,671,454,21,399,35
3453,3,937,454,21,417,217
3946,4,1509,454,21,474,68
4086,1,1666,454,21,489,28
12839,1,1006,454,21,494,67
6774,1,708,454,21,516,25
4226,4,392,454,21,533,217
15773,1,1788,454,21,631,2
7294,1,856,454,21,698,53
11671,5,1580,454,21,736,18
10220,4,1700,454,21,744,76
10525,2,1716,454,21,871,23
15614,3,660,454,21,878,17
7427,5,345,454,21,878,8
8252,3,964,454,21,880,20
3880,5,779,454,21,881,75
3436,1,253,454,21,910,42
2311,1,434,454,21,964,20
1633,5,1823,454,21,1000,134
1206,1,999,454,21,1021,18
17049,4,1631,454,21,1039,25
14482,4,1095,454,21,1075,19
1270,4,1277,454,21,1091,32
8096,2,18,28,21,38,118
18472,3,1094,28,21,63,125
12513,2,867,28,21,119,38
11037,2,1282,28,21,129,217
10096,4,967,28,21,137,61
11523,1,1257,28,21,156,23
19393,5,250,28,21,161,20
13435,3,192,28,21,185,28
8886,5,979,28,21,189,39
15761,5,1237,28,21,212,4
11089,3,768,28,21,213,1
2688,2,1699,28,21,259,21
1934,1,1013,28,21,268,42
4617,4,476,28,21,279,6
2010,4,770,28,21,290,80
13651,5,221,28,21,296,62
7252,5,680,28,21,309,4
13302,5,1239,28,21,345,36
11745,3,1873,28,21,346,35
9055,1,378,28,21,400,28
3155,3,1120,28,21,401,8
19099,5,1714,28,21,416,28
9703,2,1140,28,21,432,62
17923,4,1766,28,21,433,42
7846,2,1082,28,21,446,10
11326,1,1621,28,21,465,38
1001,2,416,28,21,583,25
12623,5,1773,28,21,597,11
15089,4,1856,28,21,609,75
12249,2,1792,28,21,683,4
552,3,1576,28,21,749,35
5512,2,252,28,21,762,68
13222,5,528,28,21,844,6
19647,3,155,28,21,900,35
6108,5,660,28,21,903,17
8603,4,227,28,21,938,40
15507,3,512,28,21,972,35
17580,3,871,28,21,980,28
1076,2,115,28,21,999,1
6263,1,944,36,16,67,125
3350,3,258,36,16,70,61
7412,3,429,36,16,79,53
5255,5,227,36,16,86,40
10049,3,547,36,16,87,14
5765,2,1269,36,16,102,1
2061,4,1154,36,16,128,20
1836,5,1264,36,16,158,40
2778,1,19,36,16,158,100
5157,2,342,36,16,189,2
11034,3,1224,36,16,202,62
5946,5,1503,36,16,220,11
4574,5,983,36,16,246,62
238,2,836,36,16,249,76
1446,1,1782,36,16,284,41
15237,3,112,36,16,340,125
17867,1,798,36,16,365,38
728,4,154,36,16,383,67
4058,3,1463,36,16,393,62
8737,2,131,36,16,409,39
11126,5,1664,36,16,422,124
1617,5,1484,36,16,434,6
11868,1,172,36,16,436,72
13357,5,1002,36,16,459,217
14798,2,572,36,16,469,118
8241,1,1725,36,16,523,36
6020,1,1657,36,16,602,125
3798,2,1578,36,16,647,20
5934,3,565,36,16,697,78
56,2,1293,36,16,707,39
2911,2,1927,36,16,828,42
7852,2,456,36,16,849,8
18683,2,920,36,16,930,156
19379,5,3,36,16,938,39
4372,2,481,36,16,955,29
14687,3,1232,36,16,958,151
3131,3,1457,36,16,987,21
1059,2,1759,36,16,1004,80
3171,2,1539,36,16,1006,11
9752,5,1451,36,16,1085,29
19791,4,487,36,16,1091,41
9936,4,784,64,21,72,62
16865,2,1570,64,21,82,80
8664,1,115,64,21,91,1
3930,5,679,64,21,136,18
9627,2,464,64,21,178,67
15466,3,1147,64,21,198,17
15042,3,955,64,21,202,8
18677,2,1511,64,21,233,12
8698,2,1618,64,21,238,2
1938,3,95,64,21,388,14
18764,4,1930,64,21,393,20
4192,5,956,64,21,439,125
16690,2,506,64,21,441,19
8351,5,1442,64,21,442,17
18053,1,258,64,21,444,61
74,2,1334,64,21,461,217
4211,5,225,64,21,497,10
17516,2,671,64,21,549,35
16659,2,1111,64,21,577,11
13881,1,590,64,21,607,32
13314,2,148,64,21,614,11
7134,5,1860,64,21,630,23
4176,2,1193,64,21,631,156
12213,5,1873,64,21,633,35
6016,3,1341,64,21,654,15
18186,4,1089,64,21,766,8
8199,3,1117,64,21,820,1
6067,1,1912,64,21,898,118
3109,1,1235,64,21,909,8
15152,3,1156,64,21,1045,80
1898,2,1735,64,21,1090,61
1330,4,139,64,21,1093,62
1716,5,1784,71,21,1,2
4400,5,1790,71,21,19,39
4289,1,847,71,21,60,39
16606,5,1225,71,21,63,118
11189,3,816,71,21,75,100
3777,5,1449,71,21,140,18
1875,5,1587,71,21,154,4
13786,5,58,71,21,170,33
1006,4,1134,71,21,182,125
4174,5,1090,71,21,240,151
13970,5,1622,71,21,254,39
1989,3,593,71,21,281,36
16601,3,938,71,21,304,1
11795,1,1918,71,21,333,11
18214,5,638,71,21,346,23
2014,5,686,71,21,366,53
17212,4,1742,71,21,405,1
4739,2,864,71,21,413,3
5700,5,113,71,21,415,124
13732,1,1925,71,21,439,76
15199,3,1557,71,21,451,68
372,4,552,71,21,464,19
2677,4,213,71,21,488,42
3993,4,1711,71,21,519,76
4019,1,212,71,21,523,7
12909,1,1057,71,21,551,1
18928,3,1162,71,21,561,217
16834,2,841,71,21,621,124
12174,4,363,71,21,630,76
257,2,882,71,21,654,124
12484,4,1400,71,21,678,151
17473,4,735,71,21,687,28
11374,2,73,71,21,688,40
19919,4,1508,71,21,689,19
2866,5,1063,71,21,700,35
18992,5,518,71,21,719,18
16632,2,1721,71,21,741,40
6959,4,1581,71,21,817,151
6050,3,1115,71,21,837,35
13976,3,732,71,21,863,217
16276,3,749,71,21,890,156
6481,1,1144,71,21,905,35
7146,3,1731,71,21,979,10
6190,1,1183,71,21,986,4
11827,3,158,71,21,1049,29
637,2,1319,71,21,1051,41
2508,5,257,71,21,1056,18
3743,4,1273,71,21,1066,125
16484,5,448,71,21,1071,25
4514,4,1061,81,20,35,32
3126,3,909,81,20,46,72
5284,3,1605,81,20,63,125
16920,4,999,81,20,68,18
19640,2,1581,81,20,99,151
1466,1,1667,81,20,113,38
18598,1,1646,81,20,149,35
9944,1,1046,81,20,163,25
75,2,770,81,20,304,80
6904,3,756,81,20,311,21
3981,1,80,81,20,324,67
8168,3,1244,81,20,347,61
18013,5,22,81,20,408,76
17514,5,1558,81,20,409,118
17584,4,57,81,20,585,10
9576,5,1566,81,20,619,42
13172,4,854,81,20,630,4
9549,4,1063,81,20,642,35
6680,5,1245,81,20,681,18
16307,2,84,81,20,744,72
16693,4,1913,81,20,772,17
8809,2,1725,81,20,790,36
15063,5,421,81,20,803,38
16416,1,1422,81,20,836,124
17199,4,216,81,20,851,75
321,1,1939,81,20,874,134
11938,1,1959,81,20,932,28
13462,2,1670,81,20,941,35
12778,3,488,81,20,968,4
2798,3,1070,102,21,12,18
17626,4,18,102,21,34,118
10064,2,501,102,21,45,3
2701,2,293,102,21,163,1
7393,5,2,102,21,164,20
5633,4,1203,102,21,197,41
19604,5,740,102,21,309,29
18313,1,766,102,21,335,217
19941,4,723,102,21,339,3
17232,3,1428,102,21,369,18
2517,5,215,102,21,384,67
9791,5,769,102,21,387,20
6798,5,717,102,21,391,35
5098,3,1783,102,21,456,35
6071,1,271,102,21,458,100
10352,2,486,102,21,519,10
5234,5,1885,102,21,535,39
14615,4,70,102,21,628,68
10185,2,534,102,21,630,36
9464,1,1132,102,21,660,151
5869,1,1499,102,21,669,100
12941,1,965,102,21,712,38
2368,3,759,102,21,717,19
2059,4,10,102,21,721,62
1306,1,1481,102,21,776,76
9732,1,1417,102,21,847,36
6852,1,945,102,21,859,11
4855,4,196,102,21,887,41
10679,1,738,102,21,899,14
15650,5,1749,102,21,903,36
10907,1,1362,102,21,967,17
12446,2,1419,102,21,988,84
5259,4,1202,102,21,1029,42
1130,3,1073,102,21,1069,3
17446,3,1903,102,21,1092,7
13806,3,280,129,21,20,151
13550,5,801,129,21,44,20
5896,4,1583,129,21,160,84
18138,4,1601,129,21,161,38
3500,2,9,129,21,199,36
12462,4,1990,129,21,200,68
14308,1,587,129,21,201,39
10282,3,1100,129,21,222,78
13337,5,1763,129,21,267,32
3695,1,549,129,21,278,28
1333,2,1651,129,21,292,35
9694,2,837,129,21,295,125
9739,1,180,129,21,299,40
3571,1,1465,129,21,303,75
4180,3,839,129,21,329,23
592,2,1727,129,21,378,7
5520,5,925,129,21,396,36
17340,1,1338,129,21,412,217
2281,3,1702,129,21,479,41
17771,5,1316,129,21,497,4
11273,4,727,129,21,599,20
12365,4,794,129,21,632,12
2242,2,730,129,21,718,23
12935,2,129,129,21,749,25
13283,5,1897,129,21,770,12
1579,2,740,129,21,803,29
4398,4,91,129,21,825,38
15121,3,1844,129,21,876,75
17704,3,868,129,21,936,61
19594,4,699,129,21,949,25
13041,2,1096,129,21,950,17
17502,3,1547,129,21,954,76
943,4,1451,129,21,961,29
15847,5,1935,129,21,994,17
3540,3,1854,129,21,1030,4
9051,3,322,129,21,1037,18
14017,4,1919,129,21,1066,75
19560,4,967,450,17,2,61
2389,3,1798,450,17,29,19
9372,5,881,450,17,95,124
17190,5,1295,450,17,124,76
6884,2,983,450,17,159,62
2635,5,1618,450,17,226,2
13909,3,1356,450,17,230,125
8364,3,278,450,17,379,84
5035,2,771,450,17,382,3
7078,3,332,450,17,465,156
14706,5,444,450,17,484,100
4256,3,1732,450,17,507,29
5134,3,1,450,17,548,76
17266,1,1381,450,17,576,217
182,4,1992,450,17,583,8
85,3,633,450,17,614,32
9421,3,1430,450,17,619,23
13475,1,1826,450,17,639,10
14297,2,1569,450,17,641,100
14638,5,1177,450,17,648,42
5867,2,1266,450,17,695,2
12611,1,93,450,17,697,217
7367,1,1696,450,17,742,29
18987,2,1401,450,17,754,32
19896,3,495,450,17,754,36
12937,4,1421,450,17,773,118
18789,5,1515,450,17,797,62
5328,5,1477,450,17,801,22
6454,3,848,450,17,820,20
5422,4,870,450,17,824,38
10655,5,703,450,17,895,28
18429,5,1499,450,17,912,100
3023,5,1433,450,17,1017,151
2422,2,139,450,17,1018,62
8254,2,208,450,17,1061,25
10189,1,38,450,17,1086,217
13962,5,874,469,14,109,20
832,4,1148,469,14,149,118
7560,3,895,469,14,161,29
11400,5,780,469,14,182,72
13941,2,1841,469,14,190,151
18528,5,1093,469,14,200,2
6552,5,816,469,14,227,100
12223,1,1127,469,14,236,3
11979,3,1839,469,14,455,124
18306,1,1707,469,14,464,76
1917,3,318,469,14,475,35
2050,3,685,469,14,480,118
10951,1,39,469,14,482,62
18785,3,913,469,14,491,217
2523,4,687,469,14,529,10
17591,5,1347,469,14,556,36
7031,5,639,469,14,580,40
8933,4,28,469,14,590,35
11609,1,733,469,14,604,61
16964,2,404,469,14,631,118
5378,5,1988,469,14,643,18
18736,2,997,469,14,646,3
11038,1,1784,469,14,647,2
37,4,1,469,14,654,76
2825,1,1493,469,14,695,80
5312,3,468,469,14,716,217
13709,5,481,469,14,781,29
7018,2,1666,469,14,834,28
13159,3,1861,469,14,836,217
6963,1,302,469,14,844,124
2212,3,543,469,14,862,68
3572,5,1269,469,14,885,1
6029,1,1031,469,14,896,61
10275,3,1585,469,14,900,100
9784,3,1781,469,14,903,76
19978,3,1622,469,14,938,39
2966,5,30,469,14,977,76
4399,3,1205,469,14,983,20
2223,5,554,479,17,5,39
16396,5,1346,479,17,70,125
18465,4,1648,479,17,110,80
6621,3,1065,479,17,114,39
12204,2,990,479,17,140,118
14459,2,1763,479,17,144,32
18855,2,1358,479,17,157,11
8673,1,594,479,17,168,15
1737,2,1919,479,17,189,75
13991,4,668,479,17,208,29
2163,4,1923,479,17,316,12
17365,4,848,479,17,363,20
8593,2,144,479,17,368,1
8079,1,1325,479,17,384,42
9001,1,1891,479,17,399,7
14431,5,1133,479,17,419,10
3542,5,178,479,17,446,75
17638,3,1930,479,17,495,20
10216,4,628,479,17,550,62
18896,5,1453,479,17,571,2
513,3,1012,479,17,580,36
2742,1,653,479,17,585,76
11041,5,1205,479,17,601,20
11346,2,316,479,17,651,75
6338,3,115,479,17,664,1
276,3,1892,479,17,726,67
10458,5,824,479,17,741,35
12527,3,1227,479,17,754,118
18097,4,211,479,17,794,125
6969,1,471,479,17,805,118
9275,3,781,479,17,807,22
9507,5,1365,479,17,812,6
7021,2,869,479,17,850,100
15453,1,186,479,17,908,61
9671,1,584,479,17,983,100
6984,3,804,479,17,1016,29
12352,1,200,479,17,1016,39
19878,4,62,479,17,1024,23
4199,3,1540,479,17,1070,151
3914,1,792,479,17,1076,19
13129,4,1951,136,8,108,19
11672,5,1941,136,8,115,12
13672,4,1398,136,8,128,42
2880,4,847,136,8,128,39
19996,4,1244,136,8,132,61
11429,3,710,136,8,133,151
19972,4,775,136,8,190,78
16641,3,453,136,8,276,39
2216,2,984,136,8,314,6
15128,4,567,136,8,355,28
7987,4,1826,136,8,357,10
5282,2,842,136,8,382,22
11830,1,409,136,8,408,29
10178,4,778,136,8,413,15
2708,3,1241,136,8,464,6
12425,2,746,136,8,533,14
971,2,653,136,8,544,76
8566,1,792,136,8,597,19
10853,2,441,136,8,613,12
7540,4,282,136,8,630,1
4926,5,118,136,8,678,67
14068,2,982,136,8,682,12
364,3,1729,136,8,693,12
4789,5,188,136,8,723,33
14979,2,168,136,8,829,11
13329,5,665,136,8,910,134
8703,2,660,136,8,924,17
4026,4,1252,136,8,930,17
4723,4,1972,136,8,946,42
11791,2,771,136,8,976,3
2332,5,1874,136,8,989,61
9351,1,1356,136,8,1004,125
15563,1,1589,136,8,1032,35
1012,4,903,136,8,1067,100
5204,3,1130,136,8,1068,10
11999,5,1386,184,21,47,2
1826,5,1318,184,21,82,124
11650,1,1020,184,21,139,72
15719,1,1521,184,21,163,1
13577,4,344,184,21,183,53
16647,5,450,184,21,221,15
13196,1,640,184,21,246,75
8059,2,1829,184,21,261,8
19943,3,710,184,21,267,151
8900,5,1704,184,21,279,21
17884,3,966,184,21,306,17
6501,5,1789,184,21,334,118
12161,1,84,184,21,367,72
15372,3,977,184,21,411,29
2096,1,1029,184,21,430,53
9455,4,1659,184,21,475,53
1557,2,843,184,21,495,33
16514,3,25,184,21,509,41
13875,5,696,184,21,521,6
5440,4,667,184,21,526,53
1045,1,70,184,21,526,68
14897,2,838,184,21,528,33
13740,2,805,184,21,545,14
9970,1,392,184,21,556,217
15385,1,1473,184,21,564,217
12899,1,45,184,21,577,2
1485,3,980,184,21,650,21
14107,3,1080,184,21,653,23
7114,3,456,184,21,653,8
11449,2,1182,184,21,673,42
5325,5,833,184,21,691,61
3104,3,1728,184,21,697,53
15002,3,1579,184,21,739,76
12551,2,109,184,21,799,84
6181,4,1138,184,21,830,12
19582,3,137,184,21,838,35
11333,3,449,184,21,877,25
6925,4,1568,184,21,881,62
14756,3,243,184,21,912,36
515,3,1115,184,21,943,35
4679,2,1868,184,21,993,7
7182,3,501,184,21,999,3
5115,3,382,184,21,1037,156
13884,3,1282,184,21,1038,217
11102,4,1164,192,5,13,11
15634,2,356,192,5,52,84
10961,2,69,192,5,53,10
9906,3,1364,192,5,62,18
11043,4,61,192,5,76,8
16761,3,251,192,5,138,2
14635,5,1525,192,5,188,67
14367,5,1139,192,5,192,2
14728,2,990,192,5,192,118
4548,3,1741,192,5,198,3
4990,3,1627,192,5,233,39
14079,3,1972,192,5,288,42
11679,2,484,192,5,370,67
13230,1,1324,192,5,441,38
16028,5,1917,192,5,452,124
9696,1,885,192,5,521,72
9328,2,842,192,5,575,22
4717,4,1691,192,5,579,40
7579,3,1597,192,5,599,42
18663,5,1889,192,5,664,6
7618,5,859,192,5,707,41
13947,2,703,192,5,714,28
9423,3,1715,192,5,732,36
13289,1,872,192,5,751,84
1486,1,1532,192,5,756,33
10901,3,1245,192,5,772,18
19707,2,878,192,5,784,20
12767,1,682,192,5,810,25
16886,2,822,192,5,811,7
19637,5,680,192,5,811,4
10045,2,817,192,5,830,17
8483,5,1918,192,5,870,11
7254,3,1638,192,5,894,40
17962,2,494,192,5,898,32
19058,5,667,192,5,916,53
5929,3,708,192,5,932,25
12163,1,1849,192,5,954,100
5619,3,605,192,5,999,67
15780,1,942,192,5,1001,20
17447,2,156,192,5,1009,14
13076,3,126,192,5,1042,124
16870,2,306,192,5,1078,7
7026,3,101,197,21,21,10
16166,1,1397,197,21,38,38
17195,2,938,197,21,71,1
11211,5,1044,197,21,86,14
164,4,724,197,21,106,3
12689,5,1917,197,21,123,124
15115,2,279,197,21,130,21
15390,4,1334,197,21,159,217
18461,2,657,197,21,170,80
19429,4,753,197,21,188,18
8808,4,1511,197,21,233,12
6169,1,1889,197,21,264,6
13822,4,769,197,21,332,20
7317,2,1454,197,21,347,10
13599,3,884,197,21,347,7
8551,4,1358,197,21,393,11
4244,3,1956,197,21,398,41
6500,2,664,197,21,399,53
13356,1,179,197,21,399,62
6879,1,1345,197,21,520,20
9901,5,1165,197,21,608,42
18382,4,930,197,21,660,75
4906,5,55,197,21,686,36
14028,1,43,197,21,691,36
14053,3,1499,197,21,728,100
6824,5,1718,197,21,797,156
6830,4,785,197,21,848,156
907,4,637,197,21,859,53
12,1,68,197,21,909,1
5634,1,710,197,21,969,151
9514,5,745,197,21,984,36
4633,3,1038,197,21,1028,151
4050,1,1220,197,21,1042,22
19888,2,1623,197,21,1076,32
13964,4,190,222,21,1,19
18679,5,140,222,21,115,217
13075,4,1427,222,21,126,124
8558,4,1950,222,21,127,72
4917,3,1082,222,21,145,10
5108,2,1751,222,21,174,41
1115,3,753,222,21,175,18
12428,2,1282,222,21,185,217
2916,1,521,222,21,216,4
10784,4,1124,222,21,262,6
13785,4,1823,222,21,275,134
15961,1,30,222,21,299,76
11112,2,1293,222,21,324,39
18322,4,1173,222,21,360,38
14697,3,1340,222,21,374,84
5151,4,1605,222,21,393,125
8125,1,1213,222,21,429,125
17449,3,700,222,21,519,25
43,5,1399,222,21,551,22
15231,1,1138,222,21,554,12
9516,1,869,222,21,563,100
14044,4,1264,222,21,571,40
5256,1,1426,222,21,580,17
5813,3,908,222,21,581,76
4830,3,1726,222,21,618,21
12300,5,492,222,21,622,84
12134,5,194,222,21,636,100
17620,1,1528,222,21,640,217
14081,5,1108,222,21,651,12
15913,1,1465,222,21,653,75
1518,1,1709,222,21,685,72
3276,4,1797,222,21,708,21
10928,1,945,222,21,737,11
10235,3,746,222,21,834,14
1572,5,850,222,21,844,42
12036,1,408,222,21,880,68
16718,5,211,222,21,903,125
12170,1,1681,222,21,958,75
11254,5,360,222,21,959,11
9698,3,1205,222,21,1083,20
941,1,1131,222,21,1095,25
16544,3,1905,317,18,6,1
1259,2,1113,317,18,16,8
18073,3,316,317,18,24,75
2683,3,100,317,18,74,21
11235,1,922,317,18,125,36
2282,4,1852,317,18,138,156
16972,2,1777,317,18,205,11
3343,5,284,317,18,225,100
2538,5,795,317,18,247,76
14365,1,1967,317,18,273,134
10255,2,1396,317,18,273,100
6301,1,522,317,18,274,28
9978,2,1338,317,18,285,217
7637,3,1980,317,18,338,134
4362,4,650,317,18,358,29
18095,5,231,317,18,376,7
4055,3,840,317,18,410,20
16854,4,719,317,18,412,84
17302,3,787,317,18,413,84
13285,3,919,317,18,463,19
18587,1,176,317,18,491,68
4708,1,1188,317,18,540,14
5910,3,726,317,18,572,68
5990,4,182,317,18,600,32
11600,4,145,317,18,629,25
7372,5,1311,317,18,649,134
10762,2,722,317,18,655,29
18365,3,1032,317,18,706,53
10073,5,221,317,18,719,62
1158,1,878,317,18,809,20
1382,5,788,317,18,834,2
8361,4,1950,317,18,836,72
13946,3,883,317,18,841,2
2378,2,594,317,18,876,15
14867,3,1140,317,18,879,62
5426,2,1636,317,18,882,29
13872,3,454,317,18,917,118
11816,3,731,317,18,922,18
8490,2,1654,317,18,945,8
19761,1,30,317,18,953,76
18265,5,1328,317,18,974,1
14645,2,1812,317,18,981,29
12883,2,1336,317,18,993,41
3959,4,1115,317,18,1004,35
15639,2,841,317,18,1024,124
10439,1,1303,317,18,1028,12
82,4,1326,317,18,1054,118
17719,1,78,317,18,1071,36
14801,4,605,401,21,32,67
2048,1,1822,401,21,58,33
10916,5,1731,401,21,78,10
12197,5,1002,401,21,197,217
4164,4,224,401,21,233,68
12793,5,1414,401,21,239,38
6994,1,760,401,21,284,78
5346,4,81,401,21,289,29
11585,4,804,401,21,351,29
13154,5,537,401,21,355,1
7974,4,197,401,21,357,53
12565,3,1670,401,21,387,35
16800,2,708,401,21,400,25
11648,4,548,401,21,406,4
7277,5,664,401,21,412,53
2033,5,75,401,21,479,23
